ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,SAAddressLine1,SAAddressLine2,SAAddressLine3,SAAddressLine4,SACity,SARegion,SAPostalCode,SACountry,InvoiceNumber,Reference,InvoiceDate,DueDate,PlannedDate,Total,TaxTotal,InvoiceAmountPaid,InvoiceAmountDue,InventoryItemCode,Description,Quantity,UnitAmount,Discount,LineAmount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Type,Sent,Status
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250086,,29/07/2025,5/08/2025,,13550.0000,0.0000,6775.0000,6775.0000,,M92 W79 - W80 Cat 1 3 tickets together,3.0000,1750.0000,,5250.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Sent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250085,,26/07/2025,1/12/2025,,55000.0000,0.0000,13750.0000,41250.0000,,M28 - Mex*2 cat 1,10.0000,2750.0000,,27500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Sent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250085,,26/07/2025,1/12/2025,,55000.0000,0.0000,13750.0000,41250.0000,,M53 - Mex-3 cat 1,10.0000,2750.0000,,27500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Sent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250085,,26/07/2025,1/12/2025,,55000.0000,0.0000,13750.0000,41250.0000,,Payment terms:25% —direct   USD 13.750 50% 01-12-25 USD 27.500 25% 01-02-26 USD 13.750,0,0,,0.0000,,,0.0000,,,,,USD,Sales invoice,Sent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250082,,22/07/2025,15/09/2025,,12000.0000,0.0000,6000.0000,6000.0000,,M-76 1C v 2F - TopCat.1,12.0000,1000.0000,,12000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250082,,22/07/2025,15/09/2025,,12000.0000,0.0000,6000.0000,6000.0000,,50% — USD 6000 on 15/08/202550% — USD 6000 on 15/09/2025,0,0,,0.0000,,,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250079,,14/07/2025,15/09/2025,,30000.0000,0.0000,15000.0000,15000.0000,,M-28 MEX vs Group A - Cat.2Kike,10.0000,2250.0000,,22500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250079,,14/07/2025,15/09/2025,,30000.0000,0.0000,15000.0000,15000.0000,,M-36 Group F - Cat.2Kike,10.0000,750.0000,,7500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250079,,14/07/2025,15/09/2025,,30000.0000,0.0000,15000.0000,15000.0000,,Payment terms:50% — USD 15000 on 15/08/202550% — USD 15000 on 15/09/2025,0,0,,0.0000,,,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250077,,7/07/2025,15/08/2025,,5000.0000,0.0000,3350.0000,1650.0000,,M-12 MONTERREYMónica,4.0000,1250.0000,,5000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Tower Travel,administracion2@towertravel.com.ar,Lavalle 462 Piso 4,,,,Buenos Aires,,1047AAJ,Argentina,Lavalle 462 Piso 4,,,,Buenos Aires,,1047AAJ,Argentina,INV-250075-6,,30/06/2025,1/07/2025,,128625.0000,0.0000,0.0000,128625.0000,,WC 2026 ticketsContract 2025-1004FMT ARG & BRA,1.0000,128625.0000,,128625.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Tower Travel,administracion2@towertravel.com.ar,Lavalle 462 Piso 4,,,,Buenos Aires,,1047AAJ,Argentina,Lavalle 462 Piso 4,,,,Buenos Aires,,1047AAJ,Argentina,INV-250075-6,,30/06/2025,1/07/2025,,128625.0000,0.0000,0.0000,128625.0000,,"Payment term:2nd payment of 10% - $771,750 USD due by 01/07/2025Contract #2025-1004",0,0,,0.0000,,,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250073,,18/06/2025,15/08/2025,,9900.0000,0.0000,6633.0000,3267.0000,,M01 - MEX * 1 - TopCat.1,2.0000,4950.0000,,9900.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250073,,18/06/2025,15/08/2025,,9900.0000,0.0000,6633.0000,3267.0000,,Payment terms:100% — USD 9900 on 15/08/2025,0,0,,0.0000,,,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250072,,16/06/2025,15/08/2025,,7900.0000,0.0000,5293.0000,2607.0000,,M01 - Mexico Gr. A - Cat.1,2.0000,3950.0000,,7900.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250072,,16/06/2025,15/08/2025,,7900.0000,0.0000,5293.0000,2607.0000,,NotesPayment term:100% — USD 7900 due on 15/08/2025,0,0,,0.0000,,,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250071,,11/06/2025,12/03/2026,,21600.0000,0.0000,14472.0000,7128.0000,,M01 - MEX * 1 - TopCat.1,3.0000,4950.0000,,14850.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250071,,11/06/2025,12/03/2026,,21600.0000,0.0000,14472.0000,7128.0000,,M103 - 3rd Place - TopCat.1,3.0000,2250.0000,,6750.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250071,,11/06/2025,12/03/2026,,21600.0000,0.0000,14472.0000,7128.0000,,33.3% — USD 7200 on 18/06/202533.3% — USD 7200 on 01/09/202533.3% — USD 7200 on 12/03/2026,0,0,,0.0000,,,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
World Soccer Tours Inc,twinssoccer1@att.net,529 w. 9 st.  Suite D,,,,San Pedro,California,90703,USA,529 w. 9 st.  Suite D,,,,San Pedro,California,90703,USA,INV250050,,22/05/2025,26/05/2025,,14000.0000,0.0000,0.0000,14000.0000,,Champions League Final- Cat.2,4.0000,3500.0000,,14000.0000,1012,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250048,,21/05/2025,3/03/2026,,92300.0000,0.0000,46150.0000,46150.0000,,GAME M-53 - TopCat.1,26.0000,2950.0000,,76700.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250048,,21/05/2025,3/03/2026,,92300.0000,0.0000,46150.0000,46150.0000,,GAME M-79 - TopCat.1,4.0000,1950.0000,,7800.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250048,,21/05/2025,3/03/2026,,92300.0000,0.0000,46150.0000,46150.0000,,GAME M-98 - TopCat.1,4.0000,1950.0000,,7800.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250048,,21/05/2025,3/03/2026,,92300.0000,0.0000,46150.0000,46150.0000,,"Payment term:25% Payment - 23,075 USD due in 10 days from receipt 25% Payment - 23,075 USD - 01/09/202525% Payment - 23,075 USD - 15/12/202525% Payment - 23,075 USD - 01/03/2026",0,0,,0.0000,,,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250024,,24/04/2025,30/04/2025,,4500.0000,0.0000,3015.0000,1485.0000,,M01 - Mexico Gr. A - Cat.3/4Mariana,2.0000,2250.0000,,4500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250024,,24/04/2025,30/04/2025,,4500.0000,0.0000,3015.0000,1485.0000,,50% — USD 2250 on 01/05/202525% — USD 1125 on 02/06/202525% — USD 1125 on 30/01/2026,0,0,,0.0000,,,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250023,,22/04/2025,30/04/2025,,16200.0000,0.0000,10854.0000,5346.0000,,M01 - MEX * 1 - Cat.2SERGIO SOTO,2.0000,2450.0000,,4900.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250023,,22/04/2025,30/04/2025,,16200.0000,0.0000,10854.0000,5346.0000,,M15 - Group G - TopCat.1SERGIO SOTO,2.0000,950.0000,,1900.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250023,,22/04/2025,30/04/2025,,16200.0000,0.0000,10854.0000,5346.0000,,M26 - Group B - Cat.1SERGIO SOTO,2.0000,850.0000,,1700.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250023,,22/04/2025,30/04/2025,,16200.0000,0.0000,10854.0000,5346.0000,,M53 - MEX * 3 - Cat.2SERGIO SOTO,2.0000,1950.0000,,3900.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250023,,22/04/2025,30/04/2025,,16200.0000,0.0000,10854.0000,5346.0000,,M86 - 1J vs 2H - Cat.3SERGIO SOTO,2.0000,950.0000,,1900.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250023,,22/04/2025,30/04/2025,,16200.0000,0.0000,10854.0000,5346.0000,,M91 - W76 vs W78 - Cat.1SERGIO SOTO,2.0000,950.0000,,1900.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250023,,22/04/2025,30/04/2025,,16200.0000,0.0000,10854.0000,5346.0000,,50% — USD 8100 on 01/05/202525% — USD 4050 on 02/06/202525% — USD 4050 on 30/01/2026,0,0,,0.0000,,,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250022,,22/04/2025,30/04/2025,,14850.0000,0.0000,9949.5000,4900.5000,,M01 - MEX * 1 - Cat.2ALBERTO SOTO,3.0000,2450.0000,,7350.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250022,,22/04/2025,30/04/2025,,14850.0000,0.0000,9949.5000,4900.5000,,M15 - Group G - TopCat.1ALBERTO SOTO,2.0000,950.0000,,1900.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250022,,22/04/2025,30/04/2025,,14850.0000,0.0000,9949.5000,4900.5000,,M26 - Group B - Cat.1ALBERTO SOTO,2.0000,850.0000,,1700.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250022,,22/04/2025,30/04/2025,,14850.0000,0.0000,9949.5000,4900.5000,,M53 - MEX * 3 - Cat.2ALBERTO SOTO,2.0000,1950.0000,,3900.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250022,,22/04/2025,30/04/2025,,14850.0000,0.0000,9949.5000,4900.5000,,50% — USD 7425 on 01/05/202525% — USD 3713 on 02/06/202525% — USD 3712 on 30/01/2026,0,0,,0.0000,,,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250019,,17/04/2025,1/05/2025,,4500.0000,0.0000,0.0000,4500.0000,,M01 - Mexico Gr. A - Cat.3/4Mariana,2.0000,2250.0000,,4500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
One2Travel Group,jl.medina@one2travel.mx,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,"Av. Contreras 700, Oficina 204",San Jerónimo Lidice,,,Mexico City,,10400,Mexico,INV-250019,,17/04/2025,1/05/2025,,4500.0000,0.0000,0.0000,4500.0000,,Notes50% — USD 2250 on 24/04/202525% — USD 1125 on 02/06/202525% — USD 1125 on 30/01/2026,0,0,,0.0000,,,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Nevada Tours S.A de C.V.,armando@nevadatours.com.mx,Av. Rubén Darío 425-Int 702,Circunvalación Vallarta,,,Guadalajara,,44680,Mexico,Av. Rubén Darío 425-Int 702,Circunvalación Vallarta,,,Guadalajara,,44680,Mexico,INV-250017,,3/04/2025,30/04/2026,,314000.0000,0.0000,157000.0000,157000.0000,,M79 – Group A v Group C/E/F/H/I - Cat.3,40.0000,850.0000,,34000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Nevada Tours S.A de C.V.,armando@nevadatours.com.mx,Av. Rubén Darío 425-Int 702,Circunvalación Vallarta,,,Guadalajara,,44680,Mexico,Av. Rubén Darío 425-Int 702,Circunvalación Vallarta,,,Guadalajara,,44680,Mexico,INV-250017,,3/04/2025,30/04/2026,,314000.0000,0.0000,157000.0000,157000.0000,,M101 – Winner M97 v Winner M98 - Cat.1,20.0000,2750.0000,,55000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Nevada Tours S.A de C.V.,armando@nevadatours.com.mx,Av. Rubén Darío 425-Int 702,Circunvalación Vallarta,,,Guadalajara,,44680,Mexico,Av. Rubén Darío 425-Int 702,Circunvalación Vallarta,,,Guadalajara,,44680,Mexico,INV-250017,,3/04/2025,30/04/2026,,314000.0000,0.0000,157000.0000,157000.0000,,M102 – Winner M99 v Winner M100 - Cat.1,20.0000,2750.0000,,55000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Nevada Tours S.A de C.V.,armando@nevadatours.com.mx,Av. Rubén Darío 425-Int 702,Circunvalación Vallarta,,,Guadalajara,,44680,Mexico,Av. Rubén Darío 425-Int 702,Circunvalación Vallarta,,,Guadalajara,,44680,Mexico,INV-250017,,3/04/2025,30/04/2026,,314000.0000,0.0000,157000.0000,157000.0000,,M104 Final - Cat1,20.0000,8500.0000,,170000.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Nevada Tours S.A de C.V.,armando@nevadatours.com.mx,Av. Rubén Darío 425-Int 702,Circunvalación Vallarta,,,Guadalajara,,44680,Mexico,Av. Rubén Darío 425-Int 702,Circunvalación Vallarta,,,Guadalajara,,44680,Mexico,INV-250017,,3/04/2025,30/04/2026,,314000.0000,0.0000,157000.0000,157000.0000,,25% — USD 78 500 before 30/04/202525% — USD 78 500 before 01/08/202525% — USD 78 500 before 15/12/202525% — USD 78 500 before 30/04/2026,0,0,,0.0000,,,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
"Konnecta Travel, S.A. de C.V.",aolivares@konnectatravel.com.mx,Rio Guadalquivir 53 Int. 305,Cuauhtémoc,,,Mexico City,,06500,Mexico,Rio Guadalquivir 53 Int. 305,Cuauhtémoc,,,Mexico City,,06500,Mexico,INV-250014,,26/03/2025,2/04/2025,,32000.0000,0.0000,26285.0000,5715.0000,,M01 - MEX * 1 - Cat.2,2.0000,2250.0000,,4500.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
"Konnecta Travel, S.A. de C.V.",aolivares@konnectatravel.com.mx,Rio Guadalquivir 53 Int. 305,Cuauhtémoc,,,Mexico City,,06500,Mexico,Rio Guadalquivir 53 Int. 305,Cuauhtémoc,,,Mexico City,,06500,Mexico,INV-250014,,26/03/2025,2/04/2025,,32000.0000,0.0000,26285.0000,5715.0000,,M01 - MEX * 1 - TopCat.1,2.0000,3950.0000,,7900.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
"Konnecta Travel, S.A. de C.V.",aolivares@konnectatravel.com.mx,Rio Guadalquivir 53 Int. 305,Cuauhtémoc,,,Mexico City,,06500,Mexico,Rio Guadalquivir 53 Int. 305,Cuauhtémoc,,,Mexico City,,06500,Mexico,INV-250014,,26/03/2025,2/04/2025,,32000.0000,0.0000,26285.0000,5715.0000,,M28 - MEX * 2 - Cat.2,2.0000,1950.0000,,3900.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
"Konnecta Travel, S.A. de C.V.",aolivares@konnectatravel.com.mx,Rio Guadalquivir 53 Int. 305,Cuauhtémoc,,,Mexico City,,06500,Mexico,Rio Guadalquivir 53 Int. 305,Cuauhtémoc,,,Mexico City,,06500,Mexico,INV-250014,,26/03/2025,2/04/2025,,32000.0000,0.0000,26285.0000,5715.0000,,M28 - MEX * 2 - TopCat.1,2.0000,2950.0000,,5900.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
"Konnecta Travel, S.A. de C.V.",aolivares@konnectatravel.com.mx,Rio Guadalquivir 53 Int. 305,Cuauhtémoc,,,Mexico City,,06500,Mexico,Rio Guadalquivir 53 Int. 305,Cuauhtémoc,,,Mexico City,,06500,Mexico,INV-250014,,26/03/2025,2/04/2025,,32000.0000,0.0000,26285.0000,5715.0000,,M53 - MEX * 3 - Cat.2,2.0000,1950.0000,,3900.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
"Konnecta Travel, S.A. de C.V.",aolivares@konnectatravel.com.mx,Rio Guadalquivir 53 Int. 305,Cuauhtémoc,,,Mexico City,,06500,Mexico,Rio Guadalquivir 53 Int. 305,Cuauhtémoc,,,Mexico City,,06500,Mexico,INV-250014,,26/03/2025,2/04/2025,,32000.0000,0.0000,26285.0000,5715.0000,,M53 - MEX * 3 - TopCat.1,2.0000,2950.0000,,5900.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Tarmo,,,,,,,,,,,,,,,,,,INV-250008,,6/03/2025,31/05/2025,,5590.0000,0.0000,0.0000,5590.0000,,Carabao Cup Final 2025- Liverpool FC vs Newcastle UnitedShort side middle Tier-TabhouseNewcastle End,2.0000,2795.0000,,5590.0000,1023,Tax Exempt,0.0000,,,,,EUR,Sales invoice,Unsent,Awaiting Payment
Tarmo,,,,,,,,,,,,,,,,,,INV-250006,,27/02/2025,31/03/2025,,1700.0000,0.0000,0.0000,1700.0000,,Real Madrid vs Girona FC,4.0000,425.0000,,1700.0000,1023,Tax Exempt,0.0000,,,,,EUR,Sales invoice,Unsent,Awaiting Payment
Tower Travel,administracion2@towertravel.com.ar,Lavalle 462 Piso 4,,,,Buenos Aires,,1047AAJ,Argentina,Lavalle 462 Piso 4,,,,Buenos Aires,,1047AAJ,Argentina,INV-250001-7,,31/01/2025,7/02/2025,,110250.0000,0.0000,0.0000,110250.0000,,WC 2026 ticketsContract 2025-1004FMT ARG & BRA,1.0000,110250.0000,,110250.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
Tower Travel,administracion2@towertravel.com.ar,Lavalle 462 Piso 4,,,,Buenos Aires,,1047AAJ,Argentina,Lavalle 462 Piso 4,,,,Buenos Aires,,1047AAJ,Argentina,INV-250001-6,,31/01/2025,7/02/2025,,110250.0000,0.0000,0.0000,110250.0000,,WC 2026 ticketsContract 2025-1004FMT ARG & BRA,1.0000,110250.0000,,110250.0000,1010,Tax Exempt,0.0000,,,,,USD,Sales invoice,Unsent,Awaiting Payment
